researcher_name,orcid,institution,country,works_count,cited_by_count
Adnan H. Siddiqui,https://orcid.org/0000-0002-9519-0059,Jacobs (United States),US,1170,40396
W. Robert Lee,https://orcid.org/0000-0002-3545-0170,Duke Medical Center,US,1170,35078
Yang‐Kook Sun,https://orcid.org/0000-0002-0117-0170,Shenyang University of Technology,CN,1170,96067
김준호,,,,1170,179
F. Archilli,https://orcid.org/0000-0002-1779-6813,University of Rome Tor Vergata,IT,1170,40338
Rosa M. M. de Almeida,https://orcid.org/0000-0002-2450-2238,Universidade Federal do Rio Grande do Sul,BR,1170,3840
Raul G. Nogueira,https://orcid.org/0000-0003-4532-153X,UPMC Health System,US,1170,48170
S. J. Bolton,https://orcid.org/0000-0002-9115-0789,Southwest Research Institute,US,1170,15597
Stefano Passerini,https://orcid.org/0000-0002-6606-5304,Karlsruhe Institute of Technology,DE,1170,72118
Osamu Ogawa,https://orcid.org/0000-0003-3651-5455,Kyoto University,JP,1170,25572
Jaehwan Kim,https://orcid.org/0000-0002-6152-2924,University of Science and Technology,YE,1170,20027
Xiaoyan Li,https://orcid.org/0000-0002-7454-7821,Beijing Normal University,CN,1170,28348
"Comellas Coimbra, Manuel, 1853-1925",,,,1170,0
United States. Court of Appeals (District of Columbia Circuit),,,,1170,0
Tex.) WBAP-TV (Television station : Fort Worth,,,,1170,0
Philippe Froguel,https://orcid.org/0000-0003-2972-0784,Centre National de la Recherche Scientifique,FR,1169,132717
S. J. de Jong,https://orcid.org/0000-0002-3120-3367,Radboud University Nijmegen,NL,1169,52629
Edward T. Bullmore,https://orcid.org/0000-0002-8955-8283,Institute of Physics,GB,1169,159123
J. R. Durig,https://orcid.org/0009-0001-0093-7528,University Hospital of Zurich,CH,1169,17645
Luiz Paulo Kowalski,https://orcid.org/0000-0002-0481-156X,Universidade de São Paulo,BR,1169,33602
Robert Brown,https://orcid.org/0000-0001-7960-5755,La Trobe University,AU,1169,30963
Muthiah Vaduganathan,https://orcid.org/0000-0003-0885-1953,Brigham and Women's Hospital,US,1169,90738
Juhani Knuuti,https://orcid.org/0000-0003-3156-9593,University of Turku,FI,1169,219579
Hiroshi Watanabe,https://orcid.org/0000-0001-9268-4144,Yamagata University,JP,1169,17642
Tao Li,https://orcid.org/0000-0002-4913-4486,Argonne National Laboratory,US,1169,33786
M. M. Kasliwal,https://orcid.org/0000-0002-5619-4938,California Institute of Technology,US,1169,34822
P. Merkel,https://orcid.org/0000-0003-4727-5442,Fermi National Accelerator Laboratory,US,1169,46733
A. T. Robertson,,,,1169,521
J. Roberts,,,,1169,89768
John Baker,https://orcid.org/0000-0003-3379-4751,University of Auckland,NZ,1168,32251
Marion Koopmans,https://orcid.org/0000-0002-5204-2312,Erasmus MC,NL,1168,86749
Lars Lind,https://orcid.org/0000-0003-2335-8542,Uppsala University,SE,1168,92470
刘丽,,,,1168,20
이종현,,,,1168,133
Chin‐Teng Lin,https://orcid.org/0000-0001-8371-8197,University of Technology Sydney,AU,1168,33998
Judd E. Hollander,https://orcid.org/0000-0002-1318-2785,Thomas Jefferson University,US,1168,39834
B. Donnadieu,https://orcid.org/0000-0002-0655-0578,Mississippi State University,US,1168,24191
Oğuz Akın,https://orcid.org/0000-0002-2041-6199,Memorial Sloan Kettering Cancer Center,US,1168,10315
Yang Liu,https://orcid.org/0000-0002-9442-700X,"University of Maryland, Baltimore",US,1168,35460
Jianhua Zhang,https://orcid.org/0000-0001-5412-9860,Mongolian University of Science and Technology,MN,1168,47572
Xia Li,https://orcid.org/0000-0002-9794-2648,Harbin Medical University,CN,1168,35312
Jialiang Zhang,https://orcid.org/0000-0002-7421-8024,Washington University in St. Louis,US,1168,378
Susan M. Smith,https://orcid.org/0000-0001-6027-2727,Emory and Henry College,US,1168,40220
W. De Boer,,Karlsruhe Institute of Technology,DE,1168,71679
"Pola, Miguel Ramón, 1903-1975",,,,1168,0
"Abizanda, José Mariano, -1901",,,,1168,0
Orrin Devinsky,https://orcid.org/0000-0003-0044-4632,NYU Langone Health,US,1167,67826
Haitao Wang,https://orcid.org/0000-0003-3704-9214,Sinopec (China),CN,1167,5808
B. Couturier,https://orcid.org/0000-0001-6749-1033,European Organization for Nuclear Research,CH,1167,39668
Science Service,,,,1167,13
Piet Herdewijn,https://orcid.org/0000-0003-3589-8503,PLA Information Engineering University,CN,1167,24175
Elizabeth Parang,https://orcid.org/0000-0003-0445-5339,,,1167,73
김기홍,,,,1167,92
Luı́s de Lecea,https://orcid.org/0000-0002-8921-5942,Neurosciences Institute,US,1167,33111
Lanjuan Li,https://orcid.org/0000-0001-6945-0593,First People's Hospital of Yuhang District,CN,1167,105484
P. Salvini,https://orcid.org/0000-0001-9207-7256,University of Pavia,IT,1167,32268
Paolo Dario,https://orcid.org/0000-0001-9489-0056,Scuola Superiore Sant'Anna,IT,1167,38400
Jörg M. Fegert,https://orcid.org/0000-0001-6070-4323,Universität Ulm,DE,1167,17171
Mark A. Jenkins,https://orcid.org/0000-0002-8964-6160,The University of Melbourne,AU,1167,37969
Zhengtao Wang,https://orcid.org/0000-0003-2797-4625,Guiyang Medical University,CN,1167,27797
A. De Santo,https://orcid.org/0000-0002-9158-6646,University of Sussex,GB,1167,71807
Liang Wang,https://orcid.org/0000-0001-5224-8647,State Administration of Cultural Heritage,CN,1167,45131
D. Timmerman,https://orcid.org/0000-0002-3707-6645,Rega Institute for Medical Research,BE,1166,38578
Ravi Salgia,https://orcid.org/0000-0001-9643-7626,City Of Hope National Medical Center,US,1166,49531
John Blangero,https://orcid.org/0000-0001-6250-5723,The University of Texas at San Antonio Health Science Center,US,1166,74740
Sang Hoon Ahn,https://orcid.org/0000-0002-3629-4624,Yonsei University,KR,1166,28654
Philip P. Power,https://orcid.org/0000-0002-6262-3209,"University of California, Davis",US,1166,44118
Daniel Pauly,https://orcid.org/0000-0003-3756-4793,University of British Columbia,CA,1166,90119
Olivier Devuyst,https://orcid.org/0000-0003-3744-4767,Cliniques Universitaires Saint-Luc,BE,1166,36580
Oscar H. Franco,https://orcid.org/0000-0002-4606-4929,University Medical Center Utrecht,NL,1166,127216
jbabadie utilisateurs,,,,1166,62
Petr Baldrian,,Institute of Microbiology,BY,1166,28
Vincenzo Barone,https://orcid.org/0000-0001-6420-4107,Ospedale San Giuseppe,IT,1166,104029
Richard Klemke,https://orcid.org/0000-0001-8230-2915,Moores Cancer Center,,1166,11368
L. L. Kurchaninov,https://orcid.org/0000-0001-9392-3936,TRIUMF,CA,1166,46377
R. Cardinale,https://orcid.org/0000-0002-7835-7638,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova",IT,1166,42649
X. Cid Vidal,https://orcid.org/0000-0002-0468-541X,Universidade de Santiago de Compostela,ES,1166,44724
이윤정,,,,1166,190
Isidró Ferrer,https://orcid.org/0000-0001-9888-8754,Bellvitge University Hospital,ES,1165,59731
J. J. Back,https://orcid.org/0000-0001-7791-4490,University of Warwick,GB,1165,37894
José Cernicharo Quintanilla,,,,1165,8017
Bert Brunekreef,https://orcid.org/0000-0001-9908-0060,Utrecht University,NL,1165,112617
Erik Christiansen,https://orcid.org/0000-0003-3562-9506,Odense Municipality,DK,1165,11034
Robert Z. Orlowski,https://orcid.org/0000-0002-5723-4129,The University of Texas MD Anderson Cancer Center,US,1165,54241
George I. Papakostas,https://orcid.org/0000-0002-8886-1416,Harvard University,US,1165,16277
Seth R. Marder,https://orcid.org/0000-0001-6921-2536,University of Colorado Boulder,US,1165,70662
Mário Gerla,,,,1165,54518
John Allen Chalk,,Harding University Main Campus,US,1165,119
Christopher R. Flowers,https://orcid.org/0000-0002-9524-3990,The University of Texas MD Anderson Cancer Center,US,1165,38041
David G. Huntsman,https://orcid.org/0000-0003-4934-3322,University of British Columbia Hospital,CA,1165,105283
Jun Li,https://orcid.org/0000-0003-1613-9448,China University of Geosciences,CN,1165,28089
C. Blocker,https://orcid.org/0000-0001-6898-5633,,,1165,95069
Herbert Spencer,,Pontificia Universidad Católica de Valparaíso,CL,1165,5536
D. Toback,https://orcid.org/0000-0003-3457-4144,Mitchell Institute,US,1165,77802
Val J. Lowe,https://orcid.org/0000-0002-5612-1667,Mayo Clinic,US,1164,42221
Suzanne Oparil,https://orcid.org/0000-0002-7505-2599,,,1164,68264
Jacques Robert,https://orcid.org/0000-0003-4380-1476,Centre National de la Recherche Scientifique,FR,1164,19948
Shu Tao,https://orcid.org/0000-0002-7374-7063,Peking University,CN,1164,53034
F. E. Maas,https://orcid.org/0000-0002-9271-1883,Johannes Gutenberg University Mainz,DE,1164,18626
Ajay J. Kirtane,https://orcid.org/0000-0003-0061-1058,Columbia University Irving Medical Center,US,1164,53919
Margaret R. Karagas,https://orcid.org/0000-0002-6398-7362,Dartmouth College,US,1164,37659
Takao Suzuki,https://orcid.org/0000-0001-5489-0983,Juntendo University,JP,1164,36570
Sharon Billings,https://orcid.org/0000-0003-1611-526X,University of Kansas,US,1164,5773
Michael Forsting,https://orcid.org/0000-0002-5584-9824,Society of Interventional Radiology,US,1164,28712
Elaine S. Jaffe,https://orcid.org/0000-0003-4632-0301,National Institutes of Health,US,1164,128827
A. Sciubba,https://orcid.org/0000-0002-3301-9176,Istituto Nazionale di Fisica Nucleare,IT,1164,46163
V. Egorychev,https://orcid.org/0000-0002-2539-673X,Kurchatov Institute,RU,1164,44291
V. M. M. Cairo,https://orcid.org/0000-0002-0758-7575,European Organization for Nuclear Research,CH,1164,52637
Reisa A. Sperling,https://orcid.org/0000-0003-1535-6133,Brigham and Women's Hospital,US,1163,117337
Christoph J. Brabec,https://orcid.org/0000-0002-9440-0253,Forschungszentrum Jülich,DE,1163,99550
Оleg G. Sinyashin,https://orcid.org/0000-0002-2241-9764,A.E. Arbuzov Institute of Organic and Physical Chemistry,RU,1163,9697
二三夫 小山,,,,1163,3
William D. Foulkes,https://orcid.org/0000-0001-7427-4651,McGill University Health Centre,CA,1163,62592
Ran Kornowski,https://orcid.org/0000-0002-7708-8253,Tel Aviv University,IL,1163,46478
Q. Buat,https://orcid.org/0000-0001-7318-5251,University of Washington,US,1163,74085
Christopher Asaro,https://orcid.org/0000-0001-9427-3015,US Forest Service,US,1163,984
Andreas Mandelis,https://orcid.org/0000-0003-0625-8611,Canadian Institute for Advanced Research,CA,1163,13914
R. Blinc,,Jožef Stefan Institute,SI,1163,30975
Wolfgang Voelter,https://orcid.org/0000-0002-4178-5727,,,1163,17689
John B. Wainewright,,,,1163,26
Yao Zhao,https://orcid.org/0000-0002-8581-9554,The University of Texas MD Anderson Cancer Center,US,1163,20666
Li Chen,https://orcid.org/0000-0001-5345-1620,Kunming University of Science and Technology,CN,1163,31284
Vincent A. Miller,https://orcid.org/0000-0003-1667-3771,Universidad San Carlos,PY,1163,90961
Ali Chamas,https://orcid.org/0000-0001-8739-8880,National Laboratory of the Rockies,US,1162,3761
Keller Scholl,https://orcid.org/0000-0003-3649-6071,,,1162,104
Weiping Jia,https://orcid.org/0000-0002-6244-2168,Singapore National Eye Center,SG,1162,55069
Patrick Wheeler,https://orcid.org/0000-0003-0307-581X,University of Nottingham,GB,1162,26285
Siqin Ye,https://orcid.org/0000-0002-5229-9775,Changsha University of Science and Technology,CN,1162,4808
E. Santovetti,https://orcid.org/0000-0002-5605-1662,"Istituto Nazionale di Fisica Nucleare, Roma Tor Vergata",IT,1162,43189
Mei‐Chuan Ko,https://orcid.org/0000-0003-2436-4506,Wake Forest University,US,1162,5802
J. B. W. Carlyle,https://orcid.org/0000-0003-4981-4438,,,1162,601
Michael Schulz,https://orcid.org/0000-0002-6336-5491,Missouri University of Science and Technology,US,1162,18975
Maria A. Rocca,https://orcid.org/0000-0003-2358-4320,Vita-Salute San Raffaele University,IT,1162,43221
Yu Li,https://orcid.org/0000-0002-1282-5312,Harbin University of Science and Technology,CN,1162,31884
A. Baden,https://orcid.org/0000-0002-6159-3861,"University of Maryland, College Park",US,1162,71881
M. Lipinski,https://orcid.org/0000-0002-6839-0063,RWTH Aachen University,DE,1162,38509
Jeremy Bentham,,,,1162,367
Alexandra Worden,https://orcid.org/0000-0002-9888-9324,Monterey Bay Aquarium Research Institute,US,1162,0
Shinji Watanabe,https://orcid.org/0000-0002-5970-8631,Carnegie Mellon University,US,1161,26443
C. Grefe,https://orcid.org/0000-0001-7050-5301,University of Bonn,DE,1161,45343
Masaru Hori,https://orcid.org/0000-0002-1442-0749,Nagoya University,JP,1161,18212
Vincenzo Di Marzo,https://orcid.org/0000-0002-1490-3070,Natural Sciences and Engineering Research Council of Canada,CA,1161,97394
B. R. Ko,https://orcid.org/0000-0002-4591-5269,,,1161,108639
Xu Li,https://orcid.org/0000-0003-0684-6923,Changchun University of Science and Technology,CN,1161,11526
M. G. Alviggi,https://orcid.org/0000-0003-0026-982X,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",IT,1161,65722
Martín Reincke,https://orcid.org/0000-0002-9817-9875,LMU Klinikum,DE,1161,38627
William Wijns,https://orcid.org/0000-0002-7267-4376,Ollscoil na Gaillimhe – University of Galway,IE,1161,143552
Ziad A. Memish,https://orcid.org/0000-0002-5099-0714,Alfaisal University,SA,1161,223497
Roberto M. Lang,https://orcid.org/0000-0003-3723-1577,Semmelweis University,HU,1161,88450
Roya Kelishadi,https://orcid.org/0000-0001-7455-1495,Isfahan University of Medical Sciences,IR,1161,57077
Lars Wallentin,https://orcid.org/0000-0003-0378-6531,Uppsala University,SE,1161,119501
Donald Küfe,https://orcid.org/0000-0001-5743-8888,Harvard University,US,1161,51281
E. S. Kuwertz,https://orcid.org/0000-0002-1921-6173,University of Bristol,GB,1161,87697
Juan M. Corchado,https://orcid.org/0000-0002-2829-1829,Instituto de Investigación Biomédica de Salamanca,ES,1161,23147
Holger J. Schünemann,https://orcid.org/0000-0003-3211-8479,Humanitas University,IT,1161,209592
Susan G. Hilsenbeck,https://orcid.org/0000-0002-7962-673X,Baylor College of Medicine,US,1161,35322
H. Hayashii,https://orcid.org/0000-0002-5138-5903,Twitter (United States),US,1161,41099
Bill Bill,,,,1161,124
Irene J Higginson,https://orcid.org/0000-0002-3687-1313,King's College London,GB,1161,61334
Christophe Massard,https://orcid.org/0000-0001-5505-0564,Institut Gustave Roussy,FR,1161,25350
Woods Poole,,,,1161,0
Ken‐ichi Shimizu,https://orcid.org/0000-0003-0501-0294,Hokkaido University,JP,1161,35864
J. H. Hamilton,https://orcid.org/0000-0002-0770-0945,Vanderbilt University,US,1161,19042
Siegfried Hoyer,,,,1161,6289
W. T. Meyer,https://orcid.org/0000-0003-0020-5535,,,1161,49339
Debu Tripathy,https://orcid.org/0000-0002-5711-2404,The University of Texas MD Anderson Cancer Center,US,1161,26204
David Slaney,,University of South Australia,AU,1161,1078
Carlos Rubio‐Terres,https://orcid.org/0000-0001-5106-2912,Madrid Health Service,ES,1160,21159
Johnny L. Matson,https://orcid.org/0000-0001-6785-7023,Louisiana State University,US,1160,35634
Enno Lork,https://orcid.org/0000-0002-0582-9913,University of Bremen,DE,1160,6359
Paul O’Brien,https://orcid.org/0000-0001-8744-9174,SV Health Investors (United States),US,1160,31684
Akira Kobayashi,https://orcid.org/0000-0001-9727-1218,Kyoto University,JP,1160,27037
Nazario Martı́n,https://orcid.org/0000-0002-5355-1477,Madrid Institute for Advanced Studies,ES,1160,36902
Talha Burki,,,,1160,9522
Tanios Bekaii‐Saab,https://orcid.org/0000-0001-7721-1699,WinnMed,US,1160,27683
Rafael Luque,https://orcid.org/0000-0003-4190-1916,Peoples' Friendship University of Russia,RU,1160,60394
Young‐Hoon Kim,https://orcid.org/0000-0002-4254-647X,California Institute of Technology,US,1160,41694
Rod J. Rohrich,,Baylor College of Medicine,US,1160,37302
Holger Boche,https://orcid.org/0000-0002-8375-8946,Munich Center for Quantum Science and Technology,DE,1159,13758
Hans De Witte,https://orcid.org/0000-0002-6691-517X,Vaal University of Technology,ZA,1159,30847
Yoshito Itoh,https://orcid.org/0000-0001-9890-3635,Kyoto Prefectural University of Medicine,JP,1159,22524
T. Suzuki,https://orcid.org/0000-0001-9458-6863,National Institute for Materials Science,JP,1159,23681
Jens Overgaard,https://orcid.org/0000-0002-0814-8179,Aarhus University,DK,1159,53490
Wolfgang Bensch,https://orcid.org/0000-0002-3111-580X,Christian-Albrechts-Universität zu Kiel,DE,1159,12979
Peter J. Stang,https://orcid.org/0000-0002-2307-0576,University of Utah,US,1159,58976
Jun Nishimura,https://orcid.org/0000-0003-3232-538X,Japan Aerospace Exploration Agency,JP,1159,16981
O. Davignon,https://orcid.org/0000-0001-8710-992X,Centre National de la Recherche Scientifique,FR,1159,56145
Li Shen,https://orcid.org/0000-0002-5443-0503,Sun Yat-sen University,CN,1159,33464
Peter T. Scardino,https://orcid.org/0000-0002-1601-8411,Memorial Sloan Kettering Cancer Center,US,1158,81903
E. Ben-Haim,https://orcid.org/0000-0002-9510-8414,Centre National de la Recherche Scientifique,FR,1158,38454
Patrick Schöffski,https://orcid.org/0000-0001-5980-030X,Heidelberg University,DE,1158,44606
Peter Roy‐Byrne,,University of Washington,US,1158,29012
C. Fitzpatrick,https://orcid.org/0000-0003-3674-0812,University of Manchester,GB,1158,42597
Peter Verhaert,https://orcid.org/0000-0002-6921-087X,Morpho (United States),US,1158,5630
S. Perazzini,https://orcid.org/0000-0002-1862-7122,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",IT,1158,42022
Bankole A. Johnson,https://orcid.org/0000-0002-8901-6177,Bristol-Myers Squibb (United States),US,1158,12260
Kenneth J. O’Byrne,https://orcid.org/0000-0002-6754-5633,Princess Alexandra Hospital,AU,1158,47976
Nathan Efron,https://orcid.org/0000-0002-7037-779X,Queensland University of Technology,AU,1158,13585
Christopher C. Thompson,https://orcid.org/0000-0002-6105-5270,Brigham and Women's Hospital,US,1158,17181
Patrick M. Bossuyt,https://orcid.org/0000-0003-4427-0128,Amsterdam UMC Location University of Amsterdam,NL,1158,259293
Timothy R. Billiar,https://orcid.org/0000-0002-2949-0811,,,1158,79236
R. Nakamura,https://orcid.org/0000-0002-2620-9211,Austrian Academy of Sciences,AT,1158,27339
W. Baumjohann,https://orcid.org/0000-0001-6271-0110,Space Research Institute,AT,1158,39972
Richard Harding,https://orcid.org/0000-0001-9653-8689,King's College London,GB,1158,35578
Qian Wang,https://orcid.org/0000-0002-8967-8525,Mahasarakham University,TH,1158,31615
Zhu -,,,,1158,1386
Lei Wang,https://orcid.org/0000-0003-0734-7026,Shaanxi University of Technology,CN,1158,35149
