organization_name,country,type,city,homepage_url,works_count,cited_by_count
Universidad Santo Tomás,CO,education,Bogotá,https://usantotomas.edu.co,5575,46497
Himeji University,JP,education,Himeji,http://himeji.koutoku.ac.jp/,5574,229326
Open University of Israel,IL,education,Raanana,http://www-e.openu.ac.il/,5573,165208
Danderyds sjukhus,SE,healthcare,Stockholm,http://www.danderydssjukhus.se/,5572,376651
Faculdade de Tecnologia e Ciências,BR,education,Salvador,http://portal.ftc.br/,5569,74271
Special Astrophysical Observatory,RU,facility,Nizhniy Arkhyz,http://www.sao.ru/Doc-en/index.html,5568,226558
Oulu University of Applied Sciences,FI,education,Oulu,https://oamk.fi,5567,185386
Alsalam University College,IQ,education,Baghdad,http://alsalamuniversity.com/english_/index_en.html,5566,53297
Inter-University Accelerator Centre,IN,facility,New Delhi,https://iuac.res.in,5565,185099
HUN-REN Institute for Computer Science and Control,HU,facility,Budapest,https://sztaki.hun-ren.hu,5565,187883
Institut des Matériaux Jean Rouxel,FR,facility,Nantes,http://www.cnrs-imn.fr/index.php?lang=fr,5564,405582
Vivekananda Global University,IN,education,Jaipur,https://vgu.ac.in/,5564,40522
Universitas Kuningan,ID,education,Kuningan,https://uniku.ac.id/,5563,21969
DIPF | Leibniz Institute for Research and Information in Education,DE,facility,Frankfurt am Main,https://www.dipf.de,5563,109240
Yulin University,CN,education,Yulinshi,https://www.yulinu.edu.cn/,5562,95019
V.S. Sobolev Institute of Geology and Mineralogy,RU,facility,Novosibirsk,http://en.igm.nsc.ru/,5561,212226
Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi,ID,education,Bukittinggi,https://uinbukittinggi.ac.id,5561,16979
Istanbul Commerce University,TR,education,Istanbul,https://www.ticaret.edu.tr/,5561,49541
IMT School for Advanced Studies Lucca,IT,education,Lucca,https://www.imtlucca.it/,5560,219661
Queen Elizabeth University Hospital,GB,healthcare,Glasgow,https://www.nhsggc.org.uk/locations/hospitals/queen-elizabeth-university-hospital-glasgow/,5560,309964
Kitware (United States),US,company,New York,https://www.kitware.com,5560,122506
Inje University Ilsan Paik Hospital,KR,healthcare,Goyang-si,https://www.paik.ac.kr/ilsan,5559,178351
Samsung (United States),US,company,Ridgefield Park,https://www.samsung.com/us/,5558,276258
Ludwig Boltzmann Institute for Digital Health and Prevention,AT,facility,Salzburg,https://dhp.lbg.ac.at/?lang=en,5558,412924
Station Biologique de Roscoff,FR,facility,Roscoff,https://www.sb-roscoff.fr,5557,731345
Laboratoire National de Référence,MA,facility,Casablanca,http://www.lnr.ma/,5555,299411
Badan Pusat Statistik,ID,government,Jakarta,https://www.bps.go.id,5551,25017
INSEAD,FR,education,Fontainebleau,http://www.insead.edu/home/,5550,488088
Hunan Provincial People's Hospital,CN,healthcare,Changsha,http://www.hnsrmyy.com/,5550,164242
University of Wasit,IQ,education,Kut,http://www.uowasit.edu.iq/,5549,57584
Laboratoire de Génie Électrique et Électronique de Paris,FR,facility,Gif-sur-Yvette,https://www.centralesupelec.fr/fr/geeps-group-electrical-engineering-paris,5548,88994
Institute of Paleontology A A Borisyak,RU,facility,Moscow,http://www.paleo.ru/,5548,64630
St. Boniface Hospital,CA,education,Winnipeg,https://www.saintboniface.ca/,5547,546152
Guizhou University of Finance and Economics,CN,education,Guiyang,https://www.gufe.edu.cn/,5546,81905
Droit et changement social,FR,facility,Nantes,https://dcs.univ-nantes.fr/version-francaise/,5546,3519
Research Institute for Endocrine Sciences,IR,facility,Tehran,https://endocrine.ac.ir/,5545,342848
Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,CN,healthcare,Beijing,http://www.dzmhospital.com/News/Main?siteId=510,5545,169857
Centre Max Weber,FR,facility,Lyon,https://www.centre-max-weber.fr,5543,18560
Laboratoire Interuniversitaire des Systèmes Atmosphériques,FR,facility,Créteil,http://www.lisa.u-pec.fr,5543,464963
Institut Élie Cartan de Lorraine,FR,facility,Vandœuvre-lès-Nancy,http://iecl.univ-lorraine.fr/,5542,70372
Kleijnen Systematic Reviews (United Kingdom),GB,company,York,https://www.systematic-reviews.com,5542,453262
Shangqiu Normal University,CN,education,Shangqiu,http://www.sqnc.edu.cn/,5542,105188
Oregon Department of Fish and Wildlife,US,government,Salem,http://www.dfw.state.or.us/,5541,321084
Ospedale Santa Chiara,IT,healthcare,Trento,https://www.apss.tn.it,5541,256827
Novosibirsk Institute of Organic Chemistry,RU,facility,Novosibirsk,http://web.nioch.nsc.ru/nioch/,5541,140306
Laboratoire Énergies et Mécanique Théorique et Appliquée,FR,facility,Vandœuvre-lès-Nancy,https://lemta.univ-lorraine.fr,5541,165530
Research Institute of Forestry,CN,facility,Beijing,http://rif.caf.ac.cn/,5541,253391
Biomedical Research Institute,US,nonprofit,Rockville,http://www.afbr-bri.com/,5541,430067
State Administration of Foreign Experts Affairs,CN,government,Beijing,http://en.safea.gov.cn/,5539,17869
Medtronic (United States),US,company,Minneapolis,http://www.medtronic.com/us-en/index.html,5539,560083
Guiyang University,CN,education,Guiyang,http://en.gyu.cn/,5538,120100
Royal Derby Hospital,GB,healthcare,Derby,https://www.uhdb.nhs.uk/royal-derby-hospital-getting-to,5537,384896
Institute for Research in Biomedicine,ES,healthcare,Barcelona,https://www.irbbarcelona.org/en,5537,1095461
Schlumberger (United States),US,company,Houston,http://www.slb.com/,5536,441016
Ministerio de Salud Pública,CU,government,Havana,https://salud.msp.gob.cu,5536,25511
Hunan City University,CN,education,Yiyang,http://www.hncu.net/,5535,67111
Ministério da Justiça,PT,government,Lisbon,https://www.portugal.gov.pt/pt/gc21/area-de-governo/justica,5535,9077
Office of the Director,US,other,Bethesda,http://www.nih.gov/icd/od/,5534,863200
The Institute of Statistical Mathematics,JP,facility,Tokyo,https://www.ism.ac.jp,5532,310333
Management Sciences (United States),US,company,Albuquerque,http://www.mgtsciences.com/,5532,166081
Heart and Diabetes Center North Rhine-Westphalia,DE,healthcare,Bad Oeynhausen,http://www.hdz-nrw.de/en/home/?no_cache=1,5529,356386
SUNY Brockport,US,education,Brockport,http://www.brockport.edu/,5529,125578
Corporació Sanitària Parc Taulí,ES,other,Barcelona,https://www.tauli.cat,5527,252724
Oxford University Press (United Kingdom),GB,company,Oxford,http://global.oup.com/?cc=gb,5525,189833
Al al-Bayt University,JO,education,Al Mafraq,http://www.aabu.edu.jo/,5524,103366
Saint Luke's Hospital,US,healthcare,Kansas City,http://www.saintlukeshealthsystem.org/,5524,585717
University of Wisconsin–Whitewater,US,education,Whitewater,https://www.uww.edu,5523,144610
University of the West Indies,JM,education,Kingston,http://www.mona.uwi.edu/,5522,361524
Mongolian Academy of Sciences,MN,government,Ulaanbaatar,http://www.mas.ac.mn/index.php?lang=mn,5521,119933
Kanagawa Institute of Technology,JP,education,Atsugi,https://kait.jp,5520,80680
LIP - Laboratory of Instrumentation and Experimental Particle Physics,PT,facility,Lisbon,https://lip.pt,5518,3478318
UC Irvine Health,US,healthcare,Orange,http://www.ucirvinehealth.org/,5515,249903
Earth Science Institute of the Slovak Academy of Sciences,SK,facility,Bratislava,https://geo.sav.sk,5514,113371
Fondazione Humanitas per la Ricerca,IT,nonprofit,Rozzano,https://fondazionehumanitasricerca.it,5513,486206
Chia Nan University of Pharmacy and Science,TW,education,Tainan City,http://www.cnu.edu.tw/,5513,259254
"Institute of Plant Genetics, Polish Academy of Sciences",PL,facility,Poznan,http://www.igr.poznan.pl/,5511,189184
Harbin Veterinary Research Institute,CN,facility,Harbin,http://www.hvri.ac.cn/en/,5511,616155
Christiana Care Health System,US,healthcare,Wilmington,http://www.christianacare.org/,5510,587266
Air University,PK,education,Islamabad,https://www.au.edu.pk/,5509,158340
Seikei University,JP,education,Musashino,https://www.seikei.ac.jp,5508,138889
Institute for Advanced Studies in Basic Sciences,IR,education,Zanjān,http://www.iasbs.ac.ir/?ef=en,5507,181859
Ningxia Medical University General Hospital,CN,healthcare,Yinchuan,http://www.nyfy.com.cn/,5507,124716
Azienda Ospedaliero Universitaria San Giovanni Battista,IT,healthcare,Turin,http://www.cittadellasalute.to.it/,5505,638178
Centurion University of Technology and Management,IN,education,Bhubaneswar,https://cutm.ac.in,5505,69212
Centre d’étude de la langue et des littératures françaises,FR,facility,Paris,https://cellf.cnrs.fr,5504,4328
Indian Institute of Management Bangalore,IN,education,Bengaluru,http://www.iimb.ernet.in/,5504,81733
Maj Institute of Pharmacology,PL,facility,Krakow,http://www.if-pan.krakow.pl/ifpan_ww/,5503,384632
National Superconducting Cyclotron Laboratory,US,facility,East Lansing,https://www.nscl.msu.edu/,5502,723927
Fondazione Stella Maris,IT,healthcare,Tirrenia,http://www.irccs-stellamaris.it/,5502,325831
Hunan University of Arts and Science,CN,education,Changde,http://english.huas.cn/,5501,83280
Hiram College,US,education,Hiram,https://www.hiram.edu/,5501,21272
Medical University of Ilam,IR,education,Īlām,http://english.medilam.ac.ir/,5499,140590
National Institute of Oceanography and Fisheries,EG,facility,Alexandria,http://www.niof.sci.eg/,5496,175771
"Laboratoire de Physique des Lasers, Atomes et Molécules",FR,facility,Villeneuve-d'Ascq,http://www.phlam.univ-lille1.fr/?lang=en,5494,193456
Institut Ilmu Sosial dan Ilmu Politik Jakarta,ID,education,Jakarta,https://www.iisip.ac.id/,5494,15773
Södertörn University,SE,education,Huddinge,http://www.sh.se/,5493,165880
Changsha Medical University,CN,education,Changsha,http://www.csmu.edu.cn/eng/,5492,187859
Barcelona School of Economics,ES,education,Barcelona,https://bse.eu,5491,182152
Medisch Centrum Haaglanden,NL,healthcare,The Hague,https://www.mchaaglanden.nl/,5488,273223
Hochschule Campus Wien,AT,education,Vienna,https://www.hcw.ac.at,5487,93320
Park University,US,education,Parkville,http://www.park.edu/,5484,426395
Ministry of Education,ET,government,Addis Ababa,http://www.moe.gov.et/English/Pages/index.aspx,5483,501625
Rhode Island College,US,education,Providence,http://www.ric.edu/,5483,94562
Khyber Medical College,PK,healthcare,Peshawar,https://www.kmc.edu.pk/,5482,34631
North Central State College,US,education,Mansfield,http://www.ncstatecollege.edu/,5482,201537
Ospedale di Bolzano,IT,healthcare,Bolzano,http://www.asdaa.it/it/ospedali/bolzano/osp-bolzano.asp,5481,247154
Hainan General Hospital,CN,healthcare,Haikou,http://www.phhp.com.cn/,5480,150862
Royal Netherlands Academy of Arts and Sciences,NL,government,Amsterdam,http://www.knaw.nl/nl,5479,906800
"Interactions, Corpus, Apprentissages, Représentations",FR,facility,Lyon,https://icar.cnrs.fr,5479,25031
Punjab Technical University,IN,education,Kapurthala Town,http://www.ptu.ac.in/,5479,121197
University of Palermo,AR,education,Buenos Aires,https://www.palermo.edu/,5477,110186
National Academy of Medical Sciences of Ukraine,UA,government,Kyiv,http://www.amnu.gov.ua/,5476,61274
Universidad Centroamericana José Simeón Cañas,SV,education,San Salvador,http://www.uca.edu.sv/,5475,7003
University of Greater Manchester,GB,education,Bolton,https://greatermanchester.ac.uk,5473,192627
Benue State University,NG,education,Makurdi,https://www.bsum.edu.ng,5473,43656
Folkhälsans Forskningscentrum,FI,government,Helsinki,https://www.folkhalsan.fi/,5473,577835
Centre for Human Drug Research,NL,facility,Leiden,https://chdr.nl,5472,605454
Shanghai Institute of Pollution Control and Ecological Security,,facility,Shanghai,,5472,553591
Gubkin Russian State University of Oil and Gas,RU,education,Moscow,http://en.gubkin.ru/,5469,87403
Chevron (Netherlands),NL,company,Rotterdam,https://www.chevron.com/,5469,205971
Genoscope,FR,facility,Évry-Courcouronnes,http://www.genoscope.cns.fr/,5469,1480609
Kyung Hee University Medical Center,KR,healthcare,Seoul,https://www.khmc.or.kr,5468,188310
Istituto delle Scienze Neurologiche di Bologna,IT,facility,Bologna,http://www.ausl.bologna.it/isnb/chi-siamo/listituto,5468,268108
University Center of Brasília,BR,education,Brasília,https://www.uniceub.br/,5468,28320
Dehradun Institute of Technology University,IN,education,Dehra Dūn,https://www.dituniversity.edu.in,5468,88059
Asklepios Klinik St. Georg,DE,healthcare,Hamburg,https://www.asklepios.de/hamburg/sankt-georg/,5467,425921
Université de Mostaganem,DZ,education,Mostaganem,https://www.univ-mosta.dz,5466,86128
Institute for Systems Biology,US,nonprofit,Seattle,https://www.systemsbiology.org/,5466,2232480
Kitasato Institute Hospital,JP,healthcare,Tokyo,http://www.kitasato-u.ac.jp/hokken-hp/,5466,366129
Centre de Recherche Épidémiologie et Statistique,FR,facility,Paris,http://cress-umr1153.fr,5466,608535
Bradley University,US,education,Peoria,https://www.bradley.edu,5464,172985
James J. Peters VA Medical Center,US,healthcare,New York,http://www.bronx.va.gov/,5464,473293
Universidad de las Américas Puebla,MX,education,San Andrés Cholula,https://www.udlap.mx,5464,136848
Institute of Evolutionary Physiology and Biochemistry,RU,facility,Saint Petersburg,http://www.iephb.ru/eng,5463,139631
Westmead Institute for Medical Research,AU,facility,Sydney,http://www.wmi.org.au/Pages/HomePage.aspx,5463,665457
Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces,FR,facility,Saint-Martin-d'Hères,https://lepmi.grenoble-inp.fr,5462,344873
Institute of Subtropical Agriculture,CN,facility,Changsha,http://english.isa.cas.cn/,5459,682332
North-West State Technical University,RU,education,Saint Petersburg,http://www.nwpi.ru//,5458,130413
Sumatera Institute of Technology,ID,education,Bandar Lampung,https://www.itera.ac.id/,5457,35471
Collegio Carlo Alberto,IT,education,Moncalieri,http://www.carloalberto.org/,5455,141464
Nippon Dental University,JP,education,Tokyo,http://www.ndu.ac.jp/en/,5455,214372
Encana (Canada),CA,company,Calgary,http://www.encana.com/,5455,36742
University of Ouargla,DZ,education,Ouargla,https://www.univ-ouargla.dz,5454,87717
Heilongjiang University of Science and Technology,CN,education,Harbin,http://www.usth.edu.cn/#,5454,111386
Changjiang Water Resources Commission,CN,government,Wuhan,http://cjw.gov.cn/,5454,114220
Hubei Academy of Agricultural Sciences,CN,government,Wuhan,http://www.hbaas.com/,5453,195938
AREA Science Park,IT,facility,Trieste,https://www.areasciencepark.it,5452,805955
Forest Products Laboratory,US,facility,Madison,https://www.fpl.fs.usda.gov,5452,382633
"Maulana Abul Kalam Azad University of Technology, West Bengal",IN,education,Kolkata,https://makautwb.ac.in,5452,86096
Shanghai Center for Brain Science and Brain-Inspired Technology,CN,facility,Shanghai,https://www.bsbii.cn/,5451,289698
Universidad Bernardo O'Higgins,CL,education,Santiago,https://www.ubo.cl/,5447,103471
Universitäts-Augenklinik Bonn,DE,healthcare,Bonn,http://www.augenklinik.uni-bonn.de/university-eye-hospital-bonn,5446,84961
Anyang Normal University,CN,education,Anyang,https://www.aynu.edu.cn,5445,236575
Beijing Center for Disease Prevention and Control,CN,government,Beijing,https://www.bjcdc.org/,5445,279785
Instituto Gulbenkian de Ciência,PT,education,Oeiras,http://www.igc.gulbenkian.pt,5443,574299
École nationale supérieure de techniques avancées Bretagne,FR,education,Brest,http://www.ensta-bretagne.eu/,5442,172746
Charotar University of Science and Technology,IN,education,Anand,http://charusat.edu.in/,5441,128410
Advisory Board Company (United States),US,company,Washington D.C.,https://www.advisory.com,5440,170538
ENT and Allergy,US,healthcare,New York,http://www.entandallergy.com/,5440,485627
Universitas Maritim Raja Ali Haji,ID,education,Tanjung Pinang,https://umrah.ac.id,5440,21529
Weifang People's Hospital,CN,healthcare,Weifang,http://www.wfph.cn/,5440,105605
Institute of Sociology,CN,facility,Beijing,http://www.sociology2010.cass.cn/,5440,36033
Children's Medical Center,IR,healthcare,Tehran,http://chmc.tums.ac.ir/,5439,254843
Beijing Institute of Big Data Research,CN,facility,Beijing,http://www.bibdr.org/,5438,189327
National Animal Disease Center,US,facility,Ames,https://www.ars.usda.gov/midwest-area/ames/nadc/,5437,484652
Wuchang University of Technology,CN,education,Wuhan,http://www.wut.edu.cn/,5434,86775
Grantmakers for Effective Organizations,US,nonprofit,Washington D.C.,https://www.geofunders.org,5434,68319
Institute for Cognitive Science Studies,IR,facility,Tehran,http://www.iricss.org/en/Pages/default.htm,5433,90174
Azabu University,JP,education,Sagamihara,http://www.azabu-u.ac.jp/,5433,207950
Centro de Investigación del Cáncer,ES,facility,Salamanca,http://www.cicancer.org/en,5432,901649
Ramakrishna Mission Vivekananda Educational and Research Institute,IN,education,Kolkata,https://rkmvu.ac.in,5431,55589
"CItés, Territoires, Environnement et Sociétés",FR,facility,Tours,http://citeres.univ-tours.fr/,5430,23585
