funding_id,funding_title,funding_agency,funding_type,research_domain,keywords,eligibility,funding_amount,currency,application_deadline,duration,country,description,application_url,status,created_at
CA-CIHR-2026-51928,Novel Approaches to Inorganic Compounds for Next-Generation Infrastructures,Canadian Institutes of Health Research,Grant,Chemistry,"chemistry, cihr, biochemistry, analytical chemistry, organic synthesis","Academic institutions, non-profit research organizations, and small businesses.",1138000.0,CAD,2027-06-07,12 months,CA,"This program supports novel approaches to research into inorganic compounds for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-51928,OPEN,2026-03-29
GB-UKRI-2026-82897,Engineering Next-Generation Biochemistry with Adaptive Feedback,UK Research and Innovation,Grant,Chemistry,"chemistry, ukri, organic synthesis, analytical chemistry, physical chemistry",Consortia of higher education institutions and private industry partners.,490000.0,GBP,2027-06-03,60 months,GB,"This program supports engineering next-generation research into biochemistry with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-82897,OPEN,2026-01-14
US-NIH-2026-51152,Analyzing Spectroscopy in High-Risk Environments,National Institutes of Health,Grant,Chemistry,"chemistry, nih, physical chemistry, inorganic compounds, organic synthesis",Open to all international organizations and researchers.,1698000.0,USD,2027-05-31,36 months,US,"This program supports analyzing research into spectroscopy in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-51152,OPEN,2026-01-17
AU-ARC-2026-69519,Engineering Next-Generation Biochemistry in Resource-Constrained Environments,Australian Research Council,Grant,Chemistry,"chemistry, arc, analytical chemistry, inorganic compounds, organic synthesis",Consortia of higher education institutions and private industry partners.,1933000.0,AUD,2027-05-19,12 months,AU,"This program supports engineering next-generation research into biochemistry in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-69519,OPEN,2026-02-04
EU-HEU-2026-45533,Novel Approaches to Physical Chemistry using High-Performance Computing,Horizon Europe,Grant,Chemistry,"chemistry, heu, analytical chemistry, organic synthesis, physical chemistry","Academic institutions, non-profit research organizations, and small businesses.",1266000.0,EUR,2027-04-15,36 months,EU,"This program supports novel approaches to research into physical chemistry using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Chemistry.",https://www.heu.gov/funding/grants/eu-heu-2026-45533,OPEN,2026-02-10
US-NSF-2026-63303,Advancements in Physical Chemistry in Modern Industry,National Science Foundation,Contract,Chemistry,"chemistry, nsf, inorganic compounds, analytical chemistry, biochemistry",Consortia of higher education institutions and private industry partners.,926000.0,USD,2026-11-30,60 months,US,"This program supports advancements in research into physical chemistry in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-63303,OPEN,2026-04-02
EU-ERC-2026-93072,Novel Approaches to Spectroscopy using Predictive Analytics,European Research Council,Award,Chemistry,"chemistry, erc, inorganic compounds, biochemistry, analytical chemistry",Open to all international organizations and researchers.,937000.0,EUR,2026-12-17,36 months,EU,"This program supports novel approaches to research into spectroscopy using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-93072,OPEN,2026-03-07
US-NSF-2026-32109,Development of Analytical Chemistry in Resource-Constrained Environments,National Science Foundation,Cooperative Agreement,Chemistry,"chemistry, nsf, organic synthesis, physical chemistry, spectroscopy","Ph.D. holders, early-career researchers, and university research groups.",1881000.0,USD,2026-09-10,60 months,US,"This program supports development of research into analytical chemistry in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-32109,OPEN,2026-06-09
CA-CIHR-2026-45307,Foundational Studies in Analytical Chemistry for Global Scale Applications,Canadian Institutes of Health Research,Fellowship,Chemistry,"chemistry, cihr, physical chemistry, spectroscopy, inorganic compounds","Individual researchers, scientists, and postdoctoral fellows.",248000.0,CAD,2026-07-08,36 months,CA,"This program supports foundational studies in research into analytical chemistry for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-45307,ARCHIVED,2026-01-28
GB-UKRI-2026-80450,Research on Biochemistry with Adaptive Feedback,UK Research and Innovation,Contract,Chemistry,"chemistry, ukri, organic synthesis, spectroscopy, biochemistry","Ph.D. holders, early-career researchers, and university research groups.",227000.0,GBP,2026-08-24,36 months,GB,"This program supports research on research into biochemistry with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-80450,OPEN,2026-05-21
CA-CIHR-2026-24900,Investigation of Physical Chemistry for Sustainable Development,Canadian Institutes of Health Research,Cooperative Agreement,Chemistry,"chemistry, cihr, physical chemistry, spectroscopy, analytical chemistry",Consortia of higher education institutions and private industry partners.,1087000.0,CAD,2027-01-17,36 months,CA,"This program supports investigation of research into physical chemistry for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-24900,OPEN,2026-06-01
EU-ERC-2026-68407,Collaborative Research on Biochemistry in Modern Industry,European Research Council,Cooperative Agreement,Chemistry,"chemistry, erc, physical chemistry, biochemistry, organic synthesis",Open to all international organizations and researchers.,1320000.0,EUR,2027-06-12,12 months,EU,"This program supports collaborative research on research into biochemistry in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-68407,OPEN,2026-05-15
JP-JSPS-2026-31034,Collaborative Research on Analytical Chemistry in High-Risk Environments,Japan Society for the Promotion of Science,Contract,Chemistry,"chemistry, jsps, analytical chemistry, spectroscopy, organic synthesis","Ph.D. holders, early-career researchers, and university research groups.",1414000.0,JPY,2026-11-04,60 months,JP,"This program supports collaborative research on research into analytical chemistry in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-31034,OPEN,2026-02-23
